M_init age core_mass st
63.8052 7.205864005426e+00 9.97723 4
64.0037 7.206627226952e+00 9.97644 4
64.2023 7.205757462680e+00 9.97588 4
64.103 7.206403320070e+00 9.97582 4
64.3016 7.206395076365e+00 9.97643 4
64.4009 7.205760767419e+00 9.97675 4
64.5002 7.206120046300e+00 9.97776 4
64.6988 7.206071934178e+00 9.97557 4
64.7982 7.206510868609e+00 9.97639 4
64.9968 7.206510961562e+00 9.9769 4
64.5995 7.206030619760e+00 9.97658 4
65.0961 7.206372043591e+00 9.97607 4
64.8975 7.206084369698e+00 9.97636 4
65.1954 7.206371895512e+00 9.97542 4
65.394 7.206303325948e+00 9.97594 4
65.2947 7.206365701039e+00 9.97688 4
65.4933 7.205833451982e+00 9.97653 4
65.5926 7.205834606644e+00 9.97642 4
65.6919 7.206279036661e+00 9.97605 4
65.9898 7.212378137505e+00 9.96678 4
65.7912 7.205865567668e+00 9.97657 4
66.1883 7.216909313089e+00 9.96245 4
65.8905 7.205802411187e+00 9.97667 4
66.0891 7.213836123692e+00 9.96459 4
66.5855 7.213831591640e+00 9.9646 4
66.2876 7.211577818062e+00 9.96798 4
66.4862 7.215010920062e+00 9.9653 4
66.7841 7.213693505336e+00 9.9648 4
66.6848 7.210502380034e+00 9.9696 4
66.9827 7.213219368484e+00 9.96552 4
67.0821 7.210873168525e+00 9.96904 4
66.3869 7.213923776978e+00 9.96446 4
67.1814 7.211554759911e+00 9.96802 4
66.8834 7.210470963861e+00 9.96964 4
67.38 7.209322043489e+00 9.97137 4
67.4793 7.209835206915e+00 9.9706 4
67.2807 7.212166066149e+00 9.9671 4
67.6779 7.209100888278e+00 9.9717 4
67.7772 7.207339261521e+00 9.97435 4
67.5786 7.211308363080e+00 9.96839 4
67.8765 7.208407917083e+00 9.97275 4
67.9758 7.210259133681e+00 9.96996 4
68.2737 7.205194641140e+00 9.97758 4
68.0751 7.208101973712e+00 9.97321 4
68.4723 7.208753992458e+00 9.97223 4
68.1744 7.206621249540e+00 9.97543 4
68.373 7.210449078630e+00 9.96968 4
68.6709 7.206661228976e+00 9.97537 4
68.7702 7.205677228101e+00 9.97685 4
68.5716 7.207954842833e+00 9.97343 4
68.9688 7.210538634126e+00 9.96954 4
68.8695 7.205034253001e+00 9.97782 4
69.1673 7.209216727532e+00 9.97153 4
69.2666 7.208742256346e+00 9.97224 4
69.3659 7.208343725472e+00 9.97284 4
69.068 7.209919645074e+00 9.97047 4
69.5645 7.208937990166e+00 9.97195 4
69.6638 7.212806505015e+00 9.96614 4
69.7631 7.212288304653e+00 9.96691 4
70.1604 7.210361778934e+00 9.96981 4
69.8624 7.211765832358e+00 9.9677 4
69.4652 7.207818515466e+00 9.97363 4
69.9618 7.211419108505e+00 9.96822 4
70.359 7.215929048004e+00 9.96392 4
70.4583 7.215463422158e+00 9.96462 4
70.2597 7.209758424760e+00 9.97072 4
70.5576 7.214963428891e+00 9.96537 4
70.0611 7.210913920451e+00 9.96898 4
70.6569 7.214079672025e+00 9.96423 4
70.7562 7.213589973840e+00 9.96496 4
70.9548 7.212347129766e+00 9.96683 4
70.8555 7.212809210747e+00 9.96613 4
71.0541 7.217643054358e+00 9.96135 4
71.1534 7.218149172005e+00 9.96059 4
71.352 7.217254671496e+00 9.96193 4
71.5506 7.216016319201e+00 9.96379 4
71.2527 7.217608549543e+00 9.9614 4
71.4513 7.216703264846e+00 9.96276 4
71.6499 7.215640303560e+00 9.96436 4
72.047 7.220009312457e+00 9.9578 4
71.9477 7.220374218094e+00 9.95726 4
71.7492 7.218675396531e+00 9.9598 4
72.1463 7.219522121554e+00 9.95853 4
72.2456 7.218840714896e+00 9.95956 4
71.8484 7.220756631915e+00 9.95668 4
72.3449 7.218293977058e+00 9.96037 4
72.4442 7.217895104790e+00 9.96097 4
72.5435 7.223597528926e+00 9.95243 4
72.7422 7.222779958939e+00 9.95365 4
72.6428 7.223213002114e+00 9.95301 4
72.8415 7.222224549537e+00 9.95449 4
72.9408 7.221745923842e+00 9.9552 4
73.0401 7.221243155737e+00 9.95596 4
73.338 7.225975465630e+00 9.94888 4
73.1394 7.220800990533e+00 9.95662 4
73.2387 7.222658461874e+00 9.95384 4
73.4373 7.225653577913e+00 9.94936 4
73.5366 7.225325397504e+00 9.94985 4
73.6359 7.224601877539e+00 9.95093 4
73.8345 7.223632883763e+00 9.95238 4
73.7352 7.224107381193e+00 9.95167 4
73.9338 7.223249655512e+00 9.95295 4
74.0331 7.224401392038e+00 9.95123 4
74.2317 7.228202209819e+00 9.94555 4
74.5296 7.226590704289e+00 9.94796 4
74.1324 7.228495531349e+00 9.94511 4
74.7281 7.225806803296e+00 9.94913 4
74.6288 7.226154856467e+00 9.94861 4
74.331 7.227669951975e+00 9.94634 4
74.4303 7.227181567199e+00 9.94707 4
74.9267 7.231182925581e+00 9.9411 4
75.026 7.230710923659e+00 9.9418 4
74.8274 7.228019054679e+00 9.94582 4
75.1253 7.230182539162e+00 9.94259 4
75.4232 7.228890274320e+00 9.94452 4
75.2246 7.229730902896e+00 9.94326 4
75.3239 7.229285332887e+00 9.94393 4
75.5225 7.228451335128e+00 9.94518 4
75.8205 7.233449292670e+00 9.93772 4
75.6219 7.230012139632e+00 9.94285 4
76.0191 7.232371010788e+00 9.93933 4
75.9198 7.232977642156e+00 9.93842 4
75.7212 7.233844455319e+00 9.93713 4
76.1184 7.231913112390e+00 9.94001 4
76.2177 7.231535339070e+00 9.94057 4
76.317 7.231173510342e+00 9.94111 4
76.4163 7.230906180239e+00 9.94151 4
76.6149 7.236058755418e+00 9.93387 4
76.7142 7.235572566525e+00 9.93455 4
76.5156 7.235988156801e+00 9.93398 4
76.9128 7.234482961218e+00 9.93618 4
77.0121 7.234087168246e+00 9.93677 4
76.8135 7.235067424036e+00 9.93531 4
77.2107 7.233477096312e+00 9.93768 4
77.1114 7.233775234855e+00 9.93723 4
77.4093 7.238496699887e+00 9.93024 4
77.31 7.235917440329e+00 9.93408 4
77.5085 7.237965143291e+00 9.93104 4
77.8064 7.236654682298e+00 9.93299 4
77.7071 7.236945608284e+00 9.93255 4
77.6078 7.237531725934e+00 9.93168 4
77.9057 7.236204785731e+00 9.93366 4
78.005 7.235895960835e+00 9.93412 4
78.1043 7.236449107612e+00 9.93329 4
78.2036 7.240918676971e+00 9.92664 4
78.3029 7.240351913595e+00 9.92749 4
78.5016 7.239406608154e+00 9.92889 4
78.4023 7.239946204730e+00 9.92809 4
78.6009 7.239095090103e+00 9.92935 4
78.7002 7.238629367789e+00 9.93005 4
78.8988 7.238118456659e+00 9.93081 4
78.7995 7.238313269738e+00 9.93052 4
78.9981 7.243258241691e+00 9.92317 4
79.1967 7.242346993512e+00 9.92452 4
79.0974 7.242766168119e+00 9.9239 4
79.4946 7.240942806615e+00 9.92661 4
79.3953 7.241324972799e+00 9.92604 4
79.5939 7.240693968741e+00 9.92698 4
79.6932 7.240459710735e+00 9.92733 4
79.296 7.241879064755e+00 9.92522 4
80.1897 7.243781235667e+00 9.92239 4
79.9911 7.244597716041e+00 9.92118 4
79.7925 7.242891509769e+00 9.92371 4
79.8918 7.245146675795e+00 9.92036 4
80.0904 7.244227010554e+00 9.92173 4
80.2889 7.243305757509e+00 9.9231 4
80.3882 7.243039726404e+00 9.92349 4
80.4875 7.242774313571e+00 9.92389 4
80.5868 7.242468550710e+00 9.92434 4
80.7854 7.246984643528e+00 9.91764 4
80.6861 7.247455147236e+00 9.91694 4
80.8847 7.246584101321e+00 9.91823 4
81.1826 7.245282058767e+00 9.92016 4
80.984 7.246146074538e+00 9.91888 4
81.3813 7.244729724506e+00 9.92098 4
81.0833 7.245633796995e+00 9.91964 4
81.4806 7.249775286524e+00 9.9135 4
81.6792 7.248805091022e+00 9.91494 4
81.5799 7.249335441729e+00 9.91415 4
81.282 7.245073950265e+00 9.92047 4
81.7785 7.248451764622e+00 9.91546 4
81.8778 7.247927510284e+00 9.91624 4
81.9771 7.247586479780e+00 9.91674 4
82.0764 7.247343147386e+00 9.9171 4
82.275 7.247693932976e+00 9.91658 4
82.5729 7.250687254914e+00 9.91215 4
82.3743 7.251556299203e+00 9.91086 4
82.1757 7.247063884061e+00 9.91752 4
82.6722 7.250169992826e+00 9.91292 4
82.9701 7.249325045163e+00 9.91417 4
82.8708 7.249520051650e+00 9.91388 4
82.7715 7.249860612563e+00 9.91337 4
82.4736 7.251163901176e+00 9.91144 4
83.0694 7.248779761981e+00 9.91497 4
83.2679 7.253500114045e+00 9.90799 4
83.3672 7.252824470715e+00 9.90899 4
83.4665 7.252447295633e+00 9.90954 4
83.5658 7.252029083449e+00 9.91016 4
83.1686 7.251371522277e+00 9.91114 4
83.8637 7.251046395095e+00 9.91162 4
83.7644 7.251481602116e+00 9.91097 4
83.6651 7.251773002085e+00 9.91054 4
84.261 7.254640250535e+00 9.9063 4
83.963 7.250686695507e+00 9.91215 4
84.1617 7.255114153563e+00 9.9056 4
84.0624 7.254630282349e+00 9.90631 4
84.3603 7.254312115026e+00 9.90678 4
84.4596 7.253948021836e+00 9.90732 4
84.5589 7.253560816423e+00 9.9079 4
84.6582 7.253337421688e+00 9.90823 4
84.8568 7.252540166124e+00 9.90941 4
84.7575 7.252857656704e+00 9.90894 4
85.0554 7.256946697475e+00 9.90289 4
84.9561 7.257373897509e+00 9.90226 4
85.3533 7.255737659621e+00 9.90468 4
85.1547 7.256552944965e+00 9.90347 4
85.254 7.256026921040e+00 9.90425 4
85.5519 7.255176874341e+00 9.90551 4
85.6512 7.254632307013e+00 9.90631 4
85.8498 7.259253114733e+00 9.89948 4
85.4526 7.255429042778e+00 9.90513 4
85.7505 7.254878897281e+00 9.90595 4
86.2469 7.257599824666e+00 9.90192 4
86.0483 7.258235703901e+00 9.90099 4
86.1476 7.257831089442e+00 9.90158 4
86.3462 7.257299132962e+00 9.90237 4
86.4455 7.256825086432e+00 9.90307 4
86.5448 7.256465454576e+00 9.9036 4
85.949 7.258773035747e+00 9.90019 4
86.6441 7.256228420480e+00 9.90395 4
86.7434 7.260863785908e+00 9.89711 4
86.8427 7.260563032145e+00 9.89755 4
86.9421 7.260072436917e+00 9.89827 4
87.0414 7.259702960970e+00 9.89882 4
87.3393 7.258634275621e+00 9.9004 4
87.24 7.259100275112e+00 9.89971 4
87.1407 7.259327269804e+00 9.89937 4
87.7365 7.262237396978e+00 9.89508 4
87.5379 7.257854547196e+00 9.90155 4
87.6372 7.262693140221e+00 9.89441 4
87.4386 7.258115857942e+00 9.90116 4
88.0344 7.261139590732e+00 9.8967 4
87.8358 7.261739163831e+00 9.89581 4
88.1337 7.260934243637e+00 9.897 4
87.9351 7.261448326114e+00 9.89624 4
88.5309 7.264324333395e+00 9.892 4
88.3323 7.259949528371e+00 9.89846 4
88.233 7.260445073504e+00 9.89772 4
88.4316 7.259540072672e+00 9.89906 4
88.6302 7.263956900162e+00 9.89254 4
88.8287 7.263268358440e+00 9.89356 4
88.928 7.262935340691e+00 9.89405 4
88.7294 7.263544365393e+00 9.89315 4
89.1266 7.262034182099e+00 9.89538 4
89.0273 7.262574263416e+00 9.89458 4
89.5238 7.265789641169e+00 9.88984 4
89.2259 7.261788219632e+00 9.89574 4
89.3252 7.261275412868e+00 9.8965 4
89.4245 7.265419957994e+00 9.89039 4
89.6232 7.265336733659e+00 9.89051 4
89.7225 7.264936213843e+00 9.8911 4
89.8218 7.264668816070e+00 9.89149 4
89.9211 7.264221227592e+00 9.89215 4
90.1197 7.263444371970e+00 9.8933 4
90.0204 7.263819066081e+00 9.89275 4
90.219 7.263104078203e+00 9.8938 4
90.3183 7.264471795800e+00 9.89178 4
90.4176 7.267437390305e+00 9.88742 4
90.6162 7.266599509579e+00 9.88865 4
90.5169 7.267026545127e+00 9.88802 4
90.7155 7.266313566396e+00 9.88907 4
91.0134 7.265239030719e+00 9.89065 4
90.8148 7.266100978627e+00 9.88938 4
90.9141 7.265506864641e+00 9.89026 4
91.212 7.264830526241e+00 9.89126 4
91.1127 7.264761300638e+00 9.89136 4
91.7084 7.267593032041e+00 9.88719 4
91.3113 7.269092388207e+00 9.88498 4
91.5099 7.268407812042e+00 9.88599 4
91.8077 7.266999453237e+00 9.88806 4
91.6091 7.268013397304e+00 9.88657 4
91.4106 7.268815864414e+00 9.88539 4
92.1056 7.264824822657e+00 9.89126 4
92.0063 7.265434667627e+00 9.89037 4
91.907 7.266199296069e+00 9.88924 4
92.2049 7.265926161995e+00 9.88964 4
92.3042 7.268929201515e+00 9.88522 4
92.4035 7.268180612406e+00 9.88632 4
92.5028 7.267715631376e+00 9.88701 4
92.6022 7.267191970675e+00 9.88778 4
92.7015 7.266679262013e+00 9.88853 4
92.8008 7.266062326806e+00 9.88944 4
92.9001 7.265687810373e+00 9.88999 4
92.9994 7.265086462656e+00 9.89088 4
93.2973 7.268950826420e+00 9.88519 4
93.198 7.266576920647e+00 9.88868 4
93.3966 7.268420200259e+00 9.88597 4
93.0987 7.264582894528e+00 9.89162 4
93.4959 7.268018196350e+00 9.88656 4
93.5952 7.267821310617e+00 9.88685 4
93.6945 7.267525874616e+00 9.88728 4
93.8931 7.265924463338e+00 9.88964 4
93.7938 7.266783265795e+00 9.88838 4
93.9924 7.264969329399e+00 9.89105 4
94.3895 7.267859363418e+00 9.88679 4
94.0917 7.264407408015e+00 9.89188 4
94.2903 7.268244011203e+00 9.88623 4
94.4888 7.267263378666e+00 9.88767 4
94.191 7.267433455726e+00 9.88742 4
94.5881 7.266813004761e+00 9.88833 4
94.7867 7.265691908049e+00 9.88999 4
94.6874 7.266236046582e+00 9.88918 4
95.0846 7.264074462578e+00 9.89237 4
94.9853 7.264585004924e+00 9.89162 4
94.886 7.265264895046e+00 9.89062 4
95.1839 7.266169883722e+00 9.88928 4
95.2833 7.268441786777e+00 9.88594 4
95.4819 7.267590705594e+00 9.88719 4
95.6805 7.266807737390e+00 9.88834 4
95.7798 7.266433569342e+00 9.88889 4
95.5812 7.267289984496e+00 9.88763 4
95.8791 7.266059833132e+00 9.88944 4
95.3826 7.267944326418e+00 9.88667 4
95.9784 7.265576455069e+00 9.89016 4
96.0777 7.265094561566e+00 9.89087 4
96.177 7.267935942973e+00 9.88668 4
96.3756 7.268839111958e+00 9.88535 4
96.4749 7.268419521978e+00 9.88597 4
96.5742 7.267948595672e+00 9.88666 4
96.2763 7.269277021327e+00 9.88471 4
97.2692 7.268421367721e+00 9.88597 4
96.6735 7.267241438515e+00 9.8877 4
96.7728 7.266625719577e+00 9.88861 4
96.8721 7.266242747508e+00 9.88917 4
97.17 7.265728791749e+00 9.88993 4
97.3685 7.267438882031e+00 9.88741 4
97.0707 7.264629059543e+00 9.89155 4
97.5671 7.267359643114e+00 9.88753 4
96.9714 7.265836320191e+00 9.88977 4
97.4678 7.266469426354e+00 9.88884 4
97.6664 7.267422673854e+00 9.88744 4
97.7657 7.265409560002e+00 9.8904 4
98.0636 7.264220248844e+00 9.89215 4
97.9643 7.265463417139e+00 9.89032 4
97.865 7.265302923044e+00 9.89056 4
98.1629 7.262914982437e+00 9.89408 4
98.3616 7.268567488803e+00 9.88575 4
98.2623 7.268817461328e+00 9.88538 4
98.8581 7.266593485431e+00 9.88866 4
98.5602 7.267733621994e+00 9.88698 4
98.4609 7.267453833951e+00 9.88739 4
98.6595 7.267639617957e+00 9.88712 4
98.7588 7.266979770188e+00 9.88809 4
99.0567 7.265361274951e+00 9.89047 4
99.156 7.264916980493e+00 9.89113 4
99.2553 7.265983482868e+00 9.88956 4
98.9574 7.266014095183e+00 9.88951 4
99.3546 7.269495205268e+00 9.88439 4
99.4539 7.267847528079e+00 9.88681 4
99.6525 7.266020207751e+00 9.8895 4
99.7518 7.266556565543e+00 9.88871 4
99.5532 7.266867187535e+00 9.88825 4
99.8511 7.266826542934e+00 9.88831 4
99.9504 7.265166950257e+00 9.89076 4
